sub,cond,rt,accuracy
1,1,0.81973681424936,1
1,1,0.640736814249359,1
1,1,0.55773681424936,1
1,1,1.16873681424936,1
1,1,0.82473681424936,1
1,1,0.528736814249359,1
1,1,0.524736814249359,0
1,1,1.01273681424936,0
1,1,1.19773681424936,1
1,1,0.96673681424936,1
1,1,0.56373681424936,1
1,1,0.82773681424936,1
1,1,0.81373681424936,1
1,1,0.926736814249359,1
1,1,1.82673681424936,1
1,1,0.626736814249359,0
1,1,2.33673681424936,1
1,1,0.604736814249359,1
1,1,0.72473681424936,1
1,1,0.632736814249359,0
1,1,1.08473681424936,0
1,1,0.671736814249359,1
1,1,0.998736814249359,1
1,1,0.857736814249359,1
1,1,0.784736814249359,1
1,1,0.650736814249359,1
1,1,0.673736814249359,0
1,1,0.83173681424936,0
1,1,0.59773681424936,1
1,1,0.703736814249359,1
1,1,0.604736814249359,0
1,1,0.631736814249359,1
1,1,0.471736814249359,1
1,1,0.388736814249359,1
1,1,0.395736814249359,0
1,1,0.449736814249359,1
1,1,0.928736814249359,0
1,1,0.464736814249359,1
1,1,0.468736814249359,1
1,1,2.96173681424936,0
1,1,0.81873681424936,0
1,1,0.551736814249359,1
1,1,0.82273681424936,1
1,1,0.703736814249359,1
1,1,2.36773681424936,1
1,1,0.798736814249359,0
1,1,0.61173681424936,1
1,1,0.492736814249359,1
1,1,0.871736814249359,1
1,1,0.723736814249359,1
1,1,0.713736814249359,1
1,1,0.439736814249359,1
1,1,0.530736814249359,1
1,1,0.82173681424936,0
1,1,0.80873681424936,1
1,1,0.924736814249359,1
1,1,0.60973681424936,1
1,1,0.496736814249359,1
1,1,0.68273681424936,1
1,1,0.800736814249359,1
1,1,0.875736814249359,1
1,1,0.796736814249359,1
1,1,1.86573681424936,1
1,1,1.28273681424936,1
1,1,0.423736814249359,1
1,1,0.398736814249359,1
1,1,0.610736814249359,1
1,1,0.666736814249359,1
1,1,0.671736814249359,1
1,1,0.641736814249359,1
1,1,1.28573681424936,1
1,1,0.545736814249359,1
1,1,0.513736814249359,1
1,1,0.914736814249359,0
1,1,1.94973681424936,1
1,1,0.757736814249359,0
1,1,0.791736814249359,1
1,1,2.42573681424936,1
1,1,0.763736814249359,1
1,1,0.779736814249359,1
1,1,1.41773681424936,1
1,1,0.42973681424936,1
1,1,1.16373681424936,1
1,1,0.568736814249359,1
1,1,0.540736814249359,1
1,1,0.847736814249359,1
1,1,0.789736814249359,0
1,1,1.27573681424936,1
1,1,2.43473681424936,1
1,1,0.402736814249359,1
1,1,0.911736814249359,1
1,1,1.37973681424936,1
1,1,1.28173681424936,1
1,1,1.01773681424936,1
1,1,1.74473681424936,1
1,1,0.606736814249359,0
1,1,0.57773681424936,1
1,1,0.57773681424936,1
1,1,0.473736814249359,0
1,1,0.923736814249359,1
1,1,1.13173681424936,1
1,1,1.42073681424936,1
1,1,2.21173681424936,1
1,1,0.656736814249359,1
1,1,1.42773681424936,1
1,1,0.70073681424936,1
1,1,0.784736814249359,1
1,1,0.748736814249359,1
1,1,1.13873681424936,1
1,1,0.745736814249359,1
1,1,0.493736814249359,1
1,1,0.68273681424936,1
1,1,0.634736814249359,1
1,1,0.650736814249359,1
1,1,0.484736814249359,0
1,1,1.59973681424936,1
1,1,1.07973681424936,1
1,1,0.470736814249359,0
1,1,0.582736814249359,1
1,1,0.553736814249359,1
1,1,0.904736814249359,0
1,1,0.81673681424936,1
1,1,0.55773681424936,1
1,1,1.44973681424936,1
1,1,0.502736814249359,1
1,1,0.659736814249359,1
1,1,0.705736814249359,0
1,1,0.60573681424936,1
1,1,0.529736814249359,1
1,1,0.610736814249359,1
1,1,0.925736814249359,1
1,1,1.00573681424936,1
1,1,0.43073681424936,1
1,1,1.83273681424936,1
1,1,1.51673681424936,1
1,1,1.36073681424936,1
1,1,0.83473681424936,1
1,1,1.11973681424936,1
1,1,0.463736814249359,1
1,1,0.792736814249359,1
1,1,0.645736814249359,1
1,1,0.504736814249359,1
1,1,0.645736814249359,1
1,1,0.707736814249359,1
1,1,0.459736814249359,1
1,1,0.901736814249359,1
1,1,0.671736814249359,1
1,1,1.02773681424936,1
1,1,0.501736814249359,1
1,1,2.11173681424936,1
1,1,0.58773681424936,1
1,1,0.361736814249359,1
1,1,2.15073681424936,1
1,1,0.641736814249359,1
1,1,0.427736814249359,1
1,1,0.617736814249359,1
1,1,0.457736814249359,1
1,1,0.856736814249359,1
1,1,1.03573681424936,0
1,1,0.977736814249359,1
1,1,0.502736814249359,1
1,1,0.751736814249359,1
1,1,1.98173681424936,1
1,1,1.78873681424936,1
1,1,1.49273681424936,1
1,1,0.509736814249359,1
1,1,0.406736814249359,1
1,1,0.405736814249359,1
1,1,0.479736814249359,1
1,1,0.788736814249359,1
1,1,0.778736814249359,1
